price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,,,
4196,1.11,62,57,6.67,6.63,4.12,Ideal,E,SI2,2,7,ok,ok,no
4197,1,61.8,57,6.36,6.45,3.96,Ideal,F,SI2,3,7,ok,ok,no
4197,1.01,60.8,55,6.52,6.48,3.95,Ideal,F,SI2,3,7,ok,ok,no
4198,0.9,61.5,56,6.24,6.18,3.82,Ideal,F,SI2,3,7,ok,ok,no
4199,1.03,61.6,56,6.5,6.45,3.99,Ideal,E,SI2,2,7,ok,ok,no
4199,0.91,61.6,56,6.17,6.25,3.83,Ideal,I,VS2,6,5,ok,ok,no
4199,0.91,61.9,56,6.18,6.22,3.84,Ideal,I,VS2,6,5,ok,ok,no
4199,1.03,62.4,57,6.48,6.4,4.02,Ideal,I,VS1,6,4,ok,ok,no
4200,1,61.4,56,6.45,6.39,3.94,Ideal,I,SI1,6,6,ok,ok,no
4200,1.04,62,57,6.53,6.6,4.07,Ideal,G,SI2,4,7,ok,ok,no
4200,1,59.8,57,6.5,6.44,3.87,Ideal,I,SI1,6,6,ok,ok,no
4208,0.59,60.9,57,5.4,5.43,3.3,Ideal,D,IF,1,1,ok,ok,no
4209,1.01,62.1,59,6.45,6.41,3.99,Ideal,G,SI2,4,7,ok,ok,no
1054,0.5,61.9,54,5.1,5.14,3.17,Ideal,J,VS2,7,5,no,no,ok
4215,1.12,60.6,55,6.76,6.73,4.09,Ideal,D,I1,1,8,ok,ok,no
4216,0.56,62.4,56,5.24,5.28,3.28,Ideal,D,IF,1,1,ok,ok,no
4222,1.12,62.1,57,6.71,6.65,4.14,Ideal,G,SI2,4,7,ok,ok,no
452,0.26,60.9,57,4.11,4.13,2.51,Ideal,F,VS1,3,4,no,no,ok
452,0.26,62,55,4.1,4.12,2.55,Ideal,D,VS1,1,4,no,no,ok
452,0.26,62.3,56,4.08,4.1,2.55,Ideal,F,VS1,3,4,no,no,ok
452,0.26,61.8,55,4.09,4.13,2.54,Ideal,E,VS1,2,4,no,no,ok
453,0.26,62.1,57,4.06,4.12,2.54,Ideal,F,VS2,3,5,no,no,ok
456,0.26,62.1,54,4.09,4.12,2.55,Ideal,F,VS2,3,5,no,no,ok
4227,1.11,62,57,6.67,6.64,4.13,Ideal,F,SI2,3,7,ok,ok,no
4228,0.86,60.6,56,6.16,6.18,3.74,Ideal,E,SI1,2,6,ok,ok,no
4228,0.72,62,57,5.71,5.78,3.56,Ideal,F,IF,3,1,ok,ok,no
4229,0.76,61.3,57,5.87,5.9,3.61,Ideal,D,VS1,1,4,ok,ok,no
4229,0.93,62.8,56,6.24,6.19,3.9,Ideal,E,SI1,2,6,ok,ok,no
4229,1.18,61.6,56,6.82,6.79,4.19,Ideal,E,I1,2,8,ok,ok,no
4231,0.71,62.3,55,5.68,5.72,3.55,Ideal,E,VVS1,2,2,ok,ok,no
4232,0.92,62.8,56,6.14,6.18,3.87,Ideal,F,SI1,3,6,ok,ok,no
4237,1,62.8,56,6.33,6.38,3.99,Ideal,I,SI1,6,6,ok,ok,no
4238,1.02,62.1,56,6.44,6.41,3.99,Ideal,F,SI2,3,7,ok,ok,no
4238,1.06,62.5,55,6.55,6.51,4.08,Ideal,G,SI2,4,7,ok,ok,no
4239,1.01,60.6,57,6.49,6.55,3.95,Ideal,F,SI2,3,7,ok,ok,no
4239,1.01,62.6,54,6.4,6.45,4.02,Ideal,I,VS2,6,5,ok,ok,no
4239,1.01,61.4,56,6.46,6.51,3.98,Ideal,F,SI2,3,7,ok,ok,no
4240,0.79,62,56,5.9,5.93,3.67,Ideal,E,VS1,2,4,ok,ok,no
4240,0.91,62.1,57,6.2,6.23,3.86,Ideal,G,SI1,4,6,ok,ok,no
4241,0.9,60.8,56,6.24,6.26,3.8,Ideal,D,SI2,1,7,ok,ok,no
4241,0.61,62.1,56,5.43,5.46,3.38,Ideal,D,VVS1,1,2,ok,ok,no
4241,1.01,60.2,59,6.54,6.49,3.92,Ideal,I,SI1,6,6,ok,ok,no
4242,1.01,62.4,56,6.42,6.37,3.99,Ideal,G,SI2,4,7,ok,ok,no
4242,1.01,62,57,6.42,6.38,3.97,Ideal,D,SI2,1,7,ok,ok,no
4243,0.76,62,56,5.84,5.87,3.63,Ideal,D,VS1,1,4,ok,ok,no
4244,1.01,62.8,57,6.36,6.41,4.01,Ideal,I,SI2,6,7,ok,ok,no
4246,0.7,61.6,56,5.86,5.71,3.51,Ideal,F,VVS1,3,2,ok,ok,no
4249,0.92,62.6,55,6.22,6.24,3.9,Ideal,G,SI1,4,6,ok,ok,no
4252,0.72,62,56,5.73,5.75,3.56,Ideal,F,VVS1,3,2,ok,ok,no
4255,1.02,61.4,56,6.52,6.47,3.99,Ideal,G,SI2,4,7,ok,ok,no
4257,0.91,62.3,57,6.18,6.24,3.87,Ideal,G,VS2,4,5,ok,ok,no
4258,0.92,61.4,54.6,6.25,6.29,3.85,Ideal,E,SI1,2,6,ok,ok,no
4258,0.73,61.9,55,5.78,5.81,3.59,Ideal,D,VS1,1,4,ok,ok,no
4260,1.01,61.7,56,6.47,6.43,3.98,Ideal,G,SI2,4,7,ok,ok,no
4260,0.9,62.5,55,6.17,6.21,3.87,Ideal,G,SI1,4,6,ok,ok,no
4267,0.91,62.3,56,6.16,6.19,3.85,Ideal,F,SI1,3,6,ok,ok,no
4268,1.03,62.3,56,6.51,6.43,4.03,Ideal,F,SI2,3,7,ok,ok,no
4269,0.9,62.6,57,6.14,6.2,3.86,Ideal,G,VS2,4,5,ok,ok,no
4269,0.9,61.7,55,6.19,6.16,3.81,Ideal,F,SI1,3,6,ok,ok,no
4269,1.01,62.8,56,6.4,6.44,4.03,Ideal,G,SI2,4,7,ok,ok,no
4270,0.81,61.8,55,5.97,6.03,3.71,Ideal,F,VS1,3,4,ok,ok,no
4270,1.06,61.8,57,6.57,6.6,4.07,Ideal,I,SI2,6,7,ok,ok,no
4271,0.83,61.3,56,6.06,6.08,3.72,Ideal,E,VS2,2,5,ok,ok,no
4273,1.11,62.4,55,6.6,6.64,4.13,Ideal,I,SI1,6,6,ok,ok,no
4274,1,61.8,57,6.45,6.36,3.96,Ideal,F,SI2,3,7,ok,ok,no
4276,1.14,62.1,55,6.71,6.72,4.17,Ideal,I,SI2,6,7,ok,ok,no
4276,1.01,62.3,55,6.38,6.31,3.95,Ideal,F,SI1,3,6,ok,ok,no
4277,1.04,62,57,6.6,6.53,4.07,Ideal,G,SI2,4,7,ok,ok,no
456,0.26,62.3,56,4.1,4.12,2.56,Ideal,F,VS2,3,5,no,no,ok
456,0.26,62.1,54,4.1,4.14,2.56,Ideal,G,VS1,4,4,no,no,ok
456,0.26,61.4,56,4.12,4.16,2.54,Ideal,G,VS1,4,4,no,no,ok
814,0.26,62.7,55,4.1,4.07,2.56,Ideal,F,VVS1,3,2,no,no,ok
814,0.26,61.7,56,4.11,4.09,2.53,Ideal,E,VVS1,2,2,no,no,ok
377,0.26,61.8,55,4.08,4.11,2.53,Ideal,G,SI1,4,6,no,no,ok
478,0.26,62.1,55,4.09,4.12,2.55,Ideal,G,VS1,4,4,no,no,ok
4279,0.61,62.1,56,5.46,5.43,3.38,Ideal,D,VVS1,1,2,ok,ok,no
4280,1.03,61.9,56,6.47,6.43,3.99,Ideal,F,SI2,3,7,ok,ok,no
4281,1.02,60.8,57,6.42,6.5,3.93,Ideal,I,VS2,6,5,ok,ok,no
4281,1.02,62.7,56,6.37,6.43,4.01,Ideal,I,VS2,6,5,ok,ok,no
4281,0.64,61.5,56,5.57,5.59,3.43,Ideal,D,VVS1,1,2,ok,ok,no
4284,0.91,62.3,57,6.21,6.25,3.88,Ideal,E,SI1,2,6,ok,ok,no
4284,1,62.8,57,6.37,6.31,3.98,Ideal,G,SI2,4,7,ok,ok,no
4284,0.9,61.5,56,6.25,6.2,3.83,Ideal,F,SI1,3,6,ok,ok,no
4290,1.03,62.9,57,6.37,6.47,4.04,Ideal,G,SI2,4,7,ok,ok,no
4291,1.02,62.7,57,6.42,6.44,4.03,Ideal,G,SI2,4,7,ok,ok,no
4299,1.01,61.5,57,6.5,6.42,3.97,Ideal,G,SI2,4,7,ok,ok,no
4301,0.96,63,53,6.24,6.21,3.92,Ideal,G,SI1,4,6,ok,ok,no
4303,1.13,62.4,56,6.66,6.63,4.15,Ideal,E,SI2,2,7,ok,ok,no
4304,0.9,60.7,57,6.23,6.16,3.76,Ideal,D,SI1,1,6,ok,ok,no
4307,1.13,61.7,57,6.59,6.7,4.13,Ideal,I,SI2,6,7,ok,ok,no
4309,0.92,62.6,57,6.22,6.18,3.88,Ideal,E,SI2,2,7,ok,ok,no
4309,0.9,62.4,54,6.22,6.19,3.87,Ideal,G,VS2,4,5,ok,ok,no
4313,1.06,62.2,56,6.49,6.53,4.05,Ideal,I,SI1,6,6,ok,ok,no
4314,0.81,62,57,5.96,5.98,3.7,Ideal,E,VS2,2,5,ok,ok,no
4314,0.9,60.7,57,6.19,6.33,3.8,Ideal,G,SI2,4,7,ok,ok,no
4315,0.81,59.5,60,6.08,6.15,3.64,Ideal,D,VS2,1,5,ok,ok,no
4315,1.09,60.3,57,6.64,6.7,4.02,Ideal,I,SI2,6,7,ok,ok,no
4316,1.01,62.2,56,6.35,6.42,3.97,Ideal,I,SI1,6,6,ok,ok,no
4317,0.91,61.6,55,6.21,6.28,3.85,Ideal,I,VS2,6,5,ok,ok,no
4318,0.9,62,57,6.21,6.25,3.86,Ideal,F,SI1,3,6,ok,ok,no
4319,1.02,62.4,57,6.4,6.43,4,Ideal,F,SI2,3,7,ok,ok,no
4319,1.07,61.1,57,6.66,6.6,4.05,Ideal,I,VS2,6,5,ok,ok,no
4320,0.65,61.9,56,5.53,5.56,3.43,Ideal,D,VVS1,1,2,ok,ok,no
4323,0.7,61.4,57,5.71,5.76,3.52,Ideal,D,VS1,1,4,ok,ok,no
4323,0.7,61.5,57,5.68,5.71,3.5,Ideal,D,VS1,1,4,ok,ok,no
4324,0.9,60.7,57,6.25,6.21,3.78,Ideal,F,SI1,3,6,ok,ok,no
4325,0.68,61.3,57,5.66,5.69,3.48,Ideal,D,VVS1,1,2,ok,ok,no
4325,0.84,61.8,56,6.02,6.11,3.75,Ideal,G,VS1,4,4,ok,ok,no
4327,0.82,62.4,54,5.99,6.02,3.75,Ideal,D,VS2,1,5,ok,ok,no
4327,1.01,59.6,57,6.59,6.54,3.91,Ideal,G,SI2,4,7,ok,ok,no
4327,1.01,60.5,58,6.52,6.48,3.93,Ideal,G,SI2,4,7,ok,ok,no
4333,1.06,62.8,56,6.52,6.47,4.08,Ideal,I,SI1,6,6,ok,ok,no
4333,0.96,61.7,56,6.4,6.34,3.93,Ideal,F,VS1,3,4,ok,ok,no
4336,0.78,62.1,55,5.9,5.95,3.68,Ideal,D,VS1,1,4,ok,ok,no
4336,1.01,62.5,57,6.38,6.45,4.01,Ideal,I,SI2,6,7,ok,ok,no
508,0.26,62.5,53,4.1,4.13,2.57,Ideal,G,VS1,4,4,no,no,ok
394,0.26,62.2,54,4.11,4.12,2.56,Ideal,G,SI1,4,6,no,no,ok
394,0.26,62,55,4.08,4.11,2.54,Ideal,G,SI1,4,6,no,no,ok
394,0.26,62,54,4.08,4.11,2.54,Ideal,G,SI1,4,6,no,no,ok
397,0.26,62.3,54,4.09,4.1,2.55,Ideal,G,VS2,4,5,no,no,ok
4336,1.01,62.4,57,6.37,6.41,3.99,Ideal,I,SI2,6,7,ok,ok,no
4341,0.7,62.4,55,5.65,5.69,3.54,Ideal,F,VVS1,3,2,ok,ok,no
4344,1.04,61.7,57,6.49,6.54,4.02,Ideal,I,SI1,6,6,ok,ok,no
4350,0.78,62.2,57,5.86,5.9,3.66,Ideal,D,VS1,1,4,ok,ok,no
4350,1.01,62.1,57,6.48,6.44,4.01,Ideal,G,SI2,4,7,ok,ok,no
4351,0.9,61.6,56,6.19,6.21,3.82,Ideal,D,SI1,1,6,ok,ok,no
4355,1.08,61.4,57,6.67,6.62,4.08,Ideal,I,SI1,6,6,ok,ok,no
4355,1.01,62.1,56,6.39,6.43,3.98,Ideal,E,SI2,2,7,ok,ok,no
4355,0.96,62.6,57,6.28,6.24,3.92,Ideal,G,SI1,4,6,ok,ok,no
4355,0.96,63,54,6.27,6.24,3.94,Ideal,G,SI1,4,6,ok,ok,no
4360,0.91,61,57,6.25,6.28,3.82,Ideal,G,SI2,4,7,ok,ok,no
4362,0.72,61,56,5.78,5.8,3.53,Ideal,F,VVS1,3,2,ok,ok,no
4362,0.8,62.2,56,5.93,5.96,3.7,Ideal,F,VS1,3,4,ok,ok,no
4363,1.02,62.6,58,6.42,6.4,4.01,Ideal,G,SI2,4,7,ok,ok,no
4363,0.85,61.6,57,6.07,6.1,3.75,Ideal,E,SI1,2,6,ok,ok,no
4366,1.02,62,55,6.4,6.51,4,Ideal,G,SI2,4,7,ok,ok,no
4366,0.94,60.9,57,6.34,6.36,3.87,Ideal,E,SI2,2,7,ok,ok,no
4368,1.2,62.2,57,6.8,6.77,4.22,Ideal,I,SI1,6,6,ok,ok,no
4370,1.02,62.7,57,6.44,6.42,4.03,Ideal,G,SI2,4,7,ok,ok,no
4372,1,61.2,57,6.39,6.48,3.94,Ideal,F,SI2,3,7,ok,ok,no
4372,1,61.3,56,6.43,6.46,3.95,Ideal,F,SI2,3,7,ok,ok,no
4372,0.84,61.4,56,6.04,6.15,3.74,Ideal,G,VS1,4,4,ok,ok,no
4373,0.85,61.8,55,6.09,6.11,3.77,Ideal,G,VS1,4,4,ok,ok,no
4373,0.85,61.9,56,6.03,6.09,3.75,Ideal,D,SI1,1,6,ok,ok,no
4374,1.07,61.9,55,6.53,6.58,4.06,Ideal,F,SI2,3,7,ok,ok,no
4374,0.93,62.2,55,6.24,6.27,3.89,Ideal,E,SI1,2,6,ok,ok,no
4374,1.07,61.7,57,6.59,6.56,4.06,Ideal,E,SI2,2,7,ok,ok,no
4375,1.04,60.7,57,6.51,6.61,3.98,Ideal,G,SI2,4,7,ok,ok,no
4375,1.04,61.4,57,6.48,6.54,4,Ideal,G,SI2,4,7,ok,ok,no
4377,1.11,61.9,57,6.62,6.66,4.11,Ideal,I,SI2,6,7,ok,ok,no
4377,0.76,61.7,56,5.84,5.87,3.61,Ideal,D,VS1,1,4,ok,ok,no
4377,1.21,62,56,6.84,6.8,4.23,Ideal,F,I1,3,8,ok,ok,no
4378,0.83,62,54.9,6.03,6.04,3.74,Ideal,D,VS2,1,5,ok,ok,no
4378,1.01,64.1,58,6.27,6.21,4,Ideal,I,VS2,6,5,ok,ok,no
4380,0.71,61.7,56,5.71,5.74,3.53,Ideal,D,VS1,1,4,ok,ok,no
4382,0.76,61.8,54,5.9,5.87,3.64,Ideal,E,VVS1,2,2,ok,ok,no
4383,1.01,61,56,6.48,6.54,3.97,Ideal,G,SI2,4,7,ok,ok,no
4383,0.74,61.9,55,5.79,5.84,3.6,Ideal,F,IF,3,1,ok,ok,no
4385,1.13,61.7,57,6.7,6.59,4.13,Ideal,I,SI2,6,7,ok,ok,no
4388,0.8,61.1,57,5.97,6,3.65,Ideal,G,VS1,4,4,ok,ok,no
4390,0.9,62.2,55,6.16,6.21,3.85,Ideal,F,SI1,3,6,ok,ok,no
4391,1.03,61.7,55,6.48,6.52,4.01,Ideal,G,SI2,4,7,ok,ok,no
4392,0.91,61,57,6.2,6.26,3.8,Ideal,E,SI1,2,6,ok,ok,no
4398,1.02,62.4,55,6.44,6.47,4.03,Ideal,E,SI2,2,7,ok,ok,no
4398,1.02,61.4,54,6.55,6.52,4.01,Ideal,G,SI2,4,7,ok,ok,no
4398,1.02,62.4,57,6.43,6.4,4,Ideal,F,SI2,3,7,ok,ok,no
566,0.27,61.6,57,4.18,4.21,2.58,Ideal,G,IF,4,1,no,no,ok
4401,0.9,60.7,57,6.21,6.25,3.78,Ideal,F,SI1,3,6,ok,ok,no
4401,1.03,63.3,57,6.37,6.46,4.06,Ideal,I,SI1,6,6,ok,ok,no
4401,1.07,62,57,6.58,6.55,4.07,Ideal,G,SI2,4,7,ok,ok,no
4403,1.04,59.9,56,6.64,6.58,3.96,Ideal,F,SI1,3,6,ok,ok,no
4405,0.92,62.6,56,6.2,6.17,3.87,Ideal,G,VS2,4,5,ok,ok,no
4405,1.06,61.4,57,6.57,6.52,4.02,Ideal,I,VS2,6,5,ok,ok,no
4406,0.92,61.9,57,6.23,6.25,3.86,Ideal,G,SI2,4,7,ok,ok,no
4407,0.77,62.3,56,5.83,5.89,3.65,Ideal,D,VS1,1,4,ok,ok,no
4407,1.03,62.1,56,6.44,6.48,4.01,Ideal,G,SI2,4,7,ok,ok,no
4412,0.81,62.3,55,5.97,6,3.73,Ideal,F,VS1,3,4,ok,ok,no
4413,1.01,62.5,56,6.4,6.44,4.01,Ideal,I,SI1,6,6,ok,ok,no
4414,1.04,63.1,55,6.45,6.52,4.09,Ideal,G,SI2,4,7,ok,ok,no
4416,1.01,62.5,55,6.39,6.4,4,Ideal,F,SI2,3,7,ok,ok,no
4416,1.01,60.5,57,6.49,6.53,3.94,Ideal,F,SI2,3,7,ok,ok,no
4417,0.83,62.3,56,5.99,6.02,3.74,Ideal,F,VS2,3,5,ok,ok,no
4419,0.9,62.1,57,6.15,6.18,3.83,Ideal,E,VS2,2,5,ok,ok,no
4419,1.07,62.4,57,6.56,6.58,4.1,Ideal,G,SI2,4,7,ok,ok,no
4420,0.86,62.2,57,6.05,6.1,3.78,Ideal,G,VS1,4,4,ok,ok,no
4421,1.07,61.7,57,6.55,6.59,4.05,Ideal,G,SI2,4,7,ok,ok,no
4423,1.04,61.4,55,6.5,6.59,4.02,Ideal,I,SI1,6,6,ok,ok,no
4425,1.16,61.3,55,6.79,6.84,4.18,Ideal,G,SI2,4,7,ok,ok,no
4425,1,61.3,57,6.4,6.46,3.94,Ideal,F,SI2,3,7,ok,ok,no
4426,1.04,62.1,56,6.54,6.47,4.04,Ideal,F,SI1,3,6,ok,ok,no
4427,1,62.3,56,6.39,6.33,3.96,Ideal,D,SI2,1,7,ok,ok,no
4428,1.28,61.6,57,6.93,6.96,4.28,Ideal,G,I1,4,8,ok,ok,no
4428,1.11,61.6,54,6.66,6.72,4.12,Ideal,I,SI2,6,7,ok,ok,no
4429,0.91,60.8,57,6.27,6.29,3.82,Ideal,E,SI1,2,6,ok,ok,no
4434,1.03,62.2,58,6.45,6.41,4,Ideal,I,SI1,6,6,ok,ok,no
4434,1.01,62.8,57,6.38,6.35,4,Ideal,E,SI2,2,7,ok,ok,no
4434,1.01,62.1,56,6.43,6.39,3.98,Ideal,E,SI2,2,7,ok,ok,no
4435,0.9,61.9,55,6.22,6.18,3.84,Ideal,D,SI1,1,6,ok,ok,no
4439,0.9,59.1,59,6.31,6.37,3.75,Ideal,E,SI1,2,6,ok,ok,no
4441,1.03,62.5,56,6.45,6.48,4.04,Ideal,E,SI2,2,7,ok,ok,no
4449,1.06,62.3,56,6.51,6.56,4.07,Ideal,I,VS2,6,5,ok,ok,no
4449,1.13,60.4,56,6.78,6.72,4.08,Ideal,F,SI2,3,7,ok,ok,no
4452,0.9,62.3,58,6.17,6.22,3.86,Ideal,G,SI1,4,6,ok,ok,no
4452,1,61.2,57,6.48,6.39,3.94,Ideal,F,SI2,3,7,ok,ok,no
4452,1,61.3,56,6.46,6.43,3.95,Ideal,F,SI2,3,7,ok,ok,no
4453,0.91,62,54,6.23,6.26,3.87,Ideal,G,SI1,4,6,ok,ok,no
4454,0.71,62,56,5.72,5.77,3.56,Ideal,F,VVS1,3,2,ok,ok,no
4454,1.03,61.8,56,6.49,6.46,4,Ideal,F,SI2,3,7,ok,ok,no
4455,1.04,61.7,56,6.57,6.52,4.04,Ideal,G,SI2,4,7,ok,ok,no
4455,1.04,61.4,57,6.54,6.48,4,Ideal,G,SI2,4,7,ok,ok,no
4455,1.04,60.7,57,6.61,6.51,3.98,Ideal,G,SI2,4,7,ok,ok,no
4455,1.02,61.3,56,6.52,6.47,3.98,Ideal,I,SI1,6,6,ok,ok,no
4457,1.02,61,58,6.48,6.51,3.96,Ideal,F,SI2,3,7,ok,ok,no
4457,0.92,61.7,56,6.2,6.23,3.83,Ideal,I,SI1,6,6,ok,ok,no
4457,1.11,61.9,57,6.66,6.62,4.11,Ideal,I,SI2,6,7,ok,ok,no
4458,0.7,62.2,57,5.7,5.74,3.56,Ideal,F,VVS1,3,2,ok,ok,no
4458,1.01,61.5,56,6.42,6.49,3.97,Ideal,F,SI2,3,7,ok,ok,no
4458,1.01,62.1,55,6.42,6.47,4,Ideal,F,SI2,3,7,ok,ok,no
4458,1.03,60.7,60,6.5,6.55,3.96,Ideal,I,SI1,6,6,ok,ok,no
4459,1.06,62.2,55,6.53,6.56,4.07,Ideal,G,SI2,4,7,ok,ok,no
577,0.27,60.9,57,4.17,4.2,2.55,Ideal,F,VS2,3,5,no,no,ok
577,0.27,61,55,4.18,4.2,2.56,Ideal,E,VS2,2,5,no,no,ok
577,0.27,61.7,57,4.15,4.18,2.57,Ideal,F,VS1,3,4,no,no,ok
583,0.27,61.9,54,4.14,4.16,2.57,Ideal,F,VS2,3,5,no,no,ok
583,0.27,61.8,53,4.18,4.2,2.59,Ideal,F,VS2,3,5,no,no,ok
586,0.27,61.7,57,4.16,4.2,2.58,Ideal,D,VVS1,1,2,no,no,ok
586,0.27,62,56,4.16,4.19,2.59,Ideal,E,VVS1,2,2,no,no,ok
603,0.27,62.7,55,4.18,4.15,2.61,Ideal,E,VS2,2,5,no,no,ok
603,0.27,61.6,57,4.16,4.12,2.55,Ideal,E,VS1,2,4,no,no,ok
603,0.27,61.6,56,4.17,4.14,2.56,Ideal,E,VS1,2,4,no,no,ok
4460,0.9,61.6,55,6.27,6.23,3.85,Ideal,G,VS1,4,4,ok,ok,no
4465,1.02,61.6,56,6.48,6.55,3.99,Ideal,E,SI2,2,7,ok,ok,no
4466,1.05,62.6,56,6.45,6.53,4.06,Ideal,I,SI1,6,6,ok,ok,no
4467,1.06,62.2,57,6.51,6.49,4.04,Ideal,G,SI2,4,7,ok,ok,no
4469,0.95,60.7,56,6.31,6.27,3.82,Ideal,G,SI1,4,6,ok,ok,no
4470,0.98,61.7,56,6.36,6.4,3.93,Ideal,G,SI2,4,7,ok,ok,no
4470,1.03,62.1,57,6.44,6.42,3.99,Ideal,G,SI2,4,7,ok,ok,no
4476,1.08,61.4,57,6.67,6.62,4.08,Ideal,I,SI1,6,6,ok,ok,no
4478,1.16,62.6,56,6.68,6.73,4.2,Ideal,I,SI2,6,7,ok,ok,no
4478,1.02,62.8,55,6.43,6.4,4.03,Ideal,E,SI2,2,7,ok,ok,no
4478,1.02,62.4,55,6.47,6.44,4.03,Ideal,E,SI2,2,7,ok,ok,no
4478,1.02,63,57,6.44,6.39,4.04,Ideal,E,SI2,2,7,ok,ok,no
4479,1.01,60.9,57,6.47,6.51,3.95,Ideal,E,SI2,2,7,ok,ok,no
4479,0.9,61.4,57,6.18,6.32,3.84,Ideal,G,VS1,4,4,ok,ok,no
4480,1,62.6,56,6.37,6.29,3.96,Ideal,E,SI1,2,6,ok,ok,no
4481,1.13,61.4,56,6.69,6.71,4.12,Ideal,I,SI2,6,7,ok,ok,no
4482,0.9,62,57,6.22,6.19,3.85,Ideal,G,VS2,4,5,ok,ok,no
4484,1.04,62.2,56,6.51,6.47,4.04,Ideal,I,SI1,6,6,ok,ok,no
4484,1.04,61.8,59,6.46,6.48,4,Ideal,I,SI1,6,6,ok,ok,no
4484,1.1,62.5,57,6.61,6.58,4.12,Ideal,G,SI1,4,6,ok,ok,no
4486,1.04,62.4,56,6.4,6.48,4.02,Ideal,F,SI2,3,7,ok,ok,no
4488,1.17,62.2,56,6.72,6.79,4.2,Ideal,I,SI2,6,7,ok,ok,no
4488,0.92,61.8,57,6.22,6.27,3.86,Ideal,I,SI1,6,6,ok,ok,no
4489,1.08,62.3,56,6.53,6.57,4.08,Ideal,G,SI2,4,7,ok,ok,no
4492,0.9,60.9,60,6.2,6.24,3.79,Ideal,I,VS1,6,4,ok,ok,no
4494,1.05,61,57,6.55,6.62,4.02,Ideal,I,SI1,6,6,ok,ok,no
4497,1.01,60.5,57,6.53,6.49,3.94,Ideal,F,SI2,3,7,ok,ok,no
4497,1.01,62.5,55,6.4,6.39,4,Ideal,F,SI2,3,7,ok,ok,no
4500,0.96,60.9,60,6.31,6.36,3.86,Ideal,F,SI2,3,7,ok,ok,no
4501,1.02,62.4,54,6.39,6.47,4.02,Ideal,G,SI2,4,7,ok,ok,no
4504,1.01,61.5,55,6.45,6.49,3.98,Ideal,E,SI2,2,7,ok,ok,no
4509,1.01,61.9,57,6.4,6.5,3.98,Ideal,I,SI1,6,6,ok,ok,no
4509,1.28,61.6,57,6.96,6.93,4.28,Ideal,G,I1,4,8,ok,ok,no
4511,1,62.5,55,6.41,6.36,4,Ideal,I,VS2,6,5,ok,ok,no
4511,0.93,61.9,55,6.26,6.31,3.89,Ideal,E,SI1,2,6,ok,ok,no
4513,1.07,61.4,56,6.55,6.58,4.03,Ideal,D,SI2,1,7,ok,ok,no
4513,0.91,61.2,58,6.24,6.3,3.84,Ideal,E,SI1,2,6,ok,ok,no
4516,1.05,62.1,59,6.5,6.47,4.03,Ideal,I,SI1,6,6,ok,ok,no
603,0.27,61.6,55,4.18,4.16,2.57,Ideal,E,VS1,2,4,no,no,ok
622,0.27,62.2,56,4.12,4.15,2.57,Ideal,D,VVS1,1,2,no,no,ok
622,0.27,61.9,57,4.15,4.18,2.58,Ideal,D,VVS1,1,2,no,no,ok
622,0.27,62.3,56,4.15,4.17,2.59,Ideal,E,VVS1,2,2,no,no,ok
627,0.27,62.5,56,4.15,4.18,2.6,Ideal,G,VVS1,4,2,no,no,ok
627,0.27,61.2,57,4.17,4.2,2.56,Ideal,G,IF,4,1,no,no,ok
627,0.27,62,56,4.14,4.17,2.58,Ideal,G,IF,4,1,no,no,ok
4518,1.01,62.3,59,6.41,6.37,3.98,Ideal,I,SI1,6,6,ok,ok,no
4521,1.08,62.1,59,6.57,6.53,4.07,Ideal,I,SI1,6,6,ok,ok,no
4522,1.03,62.5,56,6.48,6.45,4.04,Ideal,E,SI2,2,7,ok,ok,no
4523,0.9,62.5,57,6.13,6.15,3.84,Ideal,F,SI1,3,6,ok,ok,no
4523,0.9,62.1,57,6.18,6.25,3.86,Ideal,D,SI1,1,6,ok,ok,no
4530,1.04,62,57,6.47,6.5,4.02,Ideal,E,SI1,2,6,ok,ok,no
4530,1.06,62.3,56,6.56,6.51,4.07,Ideal,I,VS2,6,5,ok,ok,no
4531,0.9,61.6,56.3,6.22,6.3,3.86,Ideal,G,VS1,4,4,ok,ok,no
4531,0.9,60.5,54,6.22,6.17,3.75,Ideal,F,VS2,3,5,ok,ok,no
4541,1.06,62.2,55,6.56,6.53,4.07,Ideal,G,SI2,4,7,ok,ok,no
4541,1.02,60.7,56,6.53,6.5,3.95,Ideal,F,SI2,3,7,ok,ok,no
4543,1.04,62.6,56,6.55,6.48,4.08,Ideal,I,SI1,6,6,ok,ok,no
4544,1.08,61.9,57,6.55,6.57,4.06,Ideal,G,SI2,4,7,ok,ok,no
4544,1.08,62.2,56,6.56,6.59,4.09,Ideal,G,SI2,4,7,ok,ok,no
4546,0.93,62,56,6.22,6.26,3.87,Ideal,G,SI1,4,6,ok,ok,no
4547,1.04,62.6,57,6.45,6.48,4.05,Ideal,F,SI2,3,7,ok,ok,no
4547,1.04,61.8,56,6.49,6.53,4.02,Ideal,F,SI2,3,7,ok,ok,no
4547,1.02,61.6,56,6.55,6.48,3.99,Ideal,E,SI2,2,7,ok,ok,no
4549,0.95,61.6,56,6.34,6.3,3.89,Ideal,G,VS2,4,5,ok,ok,no
