price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,
600,0.26,61.1,57,4.16,4.12,2.53,Ideal,H,IF,5,1,0.005996009
600,0.36,61.5,56,4.59,4.62,2.83,Ideal,F,SI1,3,6,0.005998759
600,0.36,62,56,4.54,4.59,2.83,Ideal,F,SI1,3,6,0.006104464
600,0.36,60.1,56,4.62,4.67,2.79,Ideal,F,SI1,3,6,0.005980527
600,0.36,61.5,57,4.55,4.59,2.81,Ideal,F,SI1,3,6,0.0061344
601,0.3,62.1,53.3,4.3,4.32,2.68,Ideal,F,VS2,3,5,0.006026071
601,0.3,62.1,53.6,4.28,4.31,2.67,Ideal,F,VS2,3,5,0.006091005
5410,1.09,61.7,59,6.64,6.62,4.09,Ideal,D,SI2,1,7,0.006062854
5411,0.91,61.7,57,6.21,6.23,3.84,Ideal,H,VVS2,5,3,0.006125345
5411,0.93,62.4,56,6.26,6.3,3.92,Ideal,E,VS2,2,5,0.006015642
5411,1.03,62,55,6.46,6.5,4.02,Ideal,E,SI1,2,6,0.006101903
5411,1.16,64.2,59,6.66,6.61,4.26,Ideal,H,SI1,5,6,0.00618547
5412,1.5,61.8,57,7.31,7.39,4.54,Ideal,I,I1,6,8,0.006116086
5412,1.2,61.8,56,6.77,6.8,4.19,Ideal,I,SI1,6,6,0.006221135
5412,1.24,61.7,55,6.91,6.96,4.28,Ideal,J,VS2,7,5,0.006024079
5412,1.13,60.1,55,6.79,6.85,4.1,Ideal,D,SI2,1,7,0.005925626
5412,1.18,61.3,55.6,6.79,6.84,4.18,Ideal,I,SI1,6,6,0.006078268
5412,1.17,62.5,56,6.77,6.7,4.21,Ideal,D,SI2,1,7,0.006126893
5412,1.26,61.6,56,6.99,6.95,4.3,Ideal,D,SI2,1,7,0.006031705
5416,1.01,62.7,55,6.45,6.4,4.03,Ideal,F,SI1,3,6,0.006071229
5416,1.04,59.3,57,6.64,6.58,3.92,Ideal,H,VS2,5,5,0.006072301
5418,1.03,61.1,56,6.5,6.53,3.98,Ideal,H,SI1,5,6,0.00609716
5418,1.03,61.7,57,6.47,6.53,4.01,Ideal,H,SI1,5,6,0.006079605
5419,1.28,61.7,59,6.96,6.92,4.28,Ideal,I,SI2,6,7,0.006209418
5421,1.09,61.9,56,6.62,6.67,4.09,Ideal,I,VS2,6,5,0.006035585
5421,1.21,62.3,55,6.86,6.81,4.26,Ideal,J,VS1,7,4,0.006080014
5423,1.17,62.4,53,6.74,6.76,4.21,Ideal,H,SI2,5,7,0.006099541
5424,1.1,61.4,55,6.68,6.7,4.11,Ideal,H,SI1,5,6,0.005979978
5426,1.02,61.7,58,6.41,6.49,3.98,Ideal,D,SI2,1,7,0.006160477
5426,1.02,62.1,55,6.46,6.49,4.02,Ideal,G,SI1,4,6,0.006051972
5426,1.02,62,57,6.43,6.4,3.98,Ideal,H,VS2,5,5,0.006227678
5428,1.11,62.6,57,6.64,6.56,4.13,Ideal,G,SI1,4,6,0.006170225
5428,1.09,60.9,55,6.72,6.69,4.08,Ideal,H,SI1,5,6,0.005942524
5430,1.01,63.1,53,6.36,6.42,4.03,Ideal,G,SI1,4,6,0.006137962
5431,0.91,62.3,55,6.2,6.23,3.87,Ideal,E,SI1,2,6,0.006087664
5436,1.07,59.4,57,6.73,6.67,3.98,Ideal,F,SI1,3,6,0.005989076
5436,1.05,62.1,57,6.48,6.5,4.03,Ideal,E,SI1,2,6,0.0061858
5436,1.22,62.9,56,6.86,6.78,4.29,Ideal,G,SI2,4,7,0.006114328
5437,1.01,61.5,55,6.44,6.51,3.98,Ideal,E,SI2,2,7,0.006053011
5439,1.01,61.7,57,6.44,6.49,3.99,Ideal,G,VS2,4,5,0.006056447
5439,0.9,62,59,6.17,6.21,3.84,Ideal,E,VS2,2,5,0.006116944
5439,1.08,61.7,56,6.6,6.63,4.08,Ideal,G,SI1,4,6,0.006049314
5442,1.27,61.5,57,6.93,6.98,4.28,Ideal,J,VS2,7,5,0.006134389
5443,1.01,61.2,57,6.44,6.47,3.95,Ideal,D,SI1,1,6,0.006136689
5443,1.24,62.3,56,6.84,6.91,4.28,Ideal,J,VS2,7,5,0.006129764
5444,1.24,59.2,55,7.05,7.03,4.17,Ideal,E,SI2,2,7,0.005999861
5444,1.07,61.9,55,6.62,6.57,4.08,Ideal,G,SI1,4,6,0.006029763
5445,1.03,60.5,55,6.59,6.54,3.97,Ideal,G,SI1,4,6,0.006019821
5450,0.9,62,56,6.18,6.2,3.84,Ideal,E,SI1,2,6,0.006116896
5451,1.12,62,55,6.65,6.68,4.13,Ideal,G,SI1,4,6,0.006104778
5451,1.24,62.8,56,6.83,6.8,4.28,Ideal,J,VS2,7,5,0.006238042
5452,1.18,60.5,55,6.9,6.85,4.16,Ideal,G,SI2,4,7,0.006001351
5453,1.07,60.2,57,6.7,6.59,4,Ideal,G,SI1,4,6,0.006058478
5455,1.27,61.4,57,6.97,7,4.29,Ideal,J,SI1,7,6,0.006067581
5455,1.08,61.8,54,6.6,6.57,4.07,Ideal,I,VS2,6,5,0.006119558
5456,1.12,62.6,57,6.61,6.65,4.15,Ideal,D,SI2,1,7,0.006139695
5456,1.11,62.3,55,6.7,6.65,4.16,Ideal,H,SI1,5,6,0.005988709
5456,1.11,61.6,56,6.69,6.65,4.11,Ideal,H,SI1,5,6,0.006070625
5457,1.05,62,55,6.5,6.54,4.04,Ideal,F,SI1,3,6,0.006113879
5457,1.12,60.7,56,6.74,6.7,4.08,Ideal,H,SI1,5,6,0.006078874
5457,1.13,62.2,56,6.7,6.66,4.16,Ideal,E,SI2,2,7,0.006087459
5457,1.01,62.7,56,6.37,6.42,4.01,Ideal,H,SI1,5,6,0.006158891
5458,1,61.9,56,6.37,6.45,3.97,Ideal,E,SI1,2,6,0.006130704
5458,0.91,61.9,55,6.21,6.23,3.85,Ideal,E,SI1,2,6,0.006109435
5459,1.06,61.4,56,6.55,6.6,4.04,Ideal,J,VS2,7,5,0.006069309
5461,1.06,62.9,56,6.52,6.49,4.09,Ideal,G,SI1,4,6,0.006124777
5469,1.14,62.3,58,6.65,6.7,4.16,Ideal,I,SI1,6,6,0.006150566
5469,1.04,61.7,56,6.51,6.55,4.03,Ideal,H,SI1,5,6,0.006052099
5473,1.14,62.4,57,6.64,6.7,4.16,Ideal,E,SI2,2,7,0.006159829
5476,1.03,62.1,56,6.43,6.48,4.01,Ideal,E,SI1,2,6,0.006164628
5476,1.03,61.3,57,6.48,6.51,3.98,Ideal,E,SI1,2,6,0.006134768
5478,1.01,61.7,56,6.42,6.47,3.98,Ideal,I,VVS1,6,2,0.006109406
5483,1.13,62.3,56,6.69,6.66,4.16,Ideal,H,SI1,5,6,0.006096559
5484,1.2,62.2,56,6.84,6.74,4.22,Ideal,G,SI2,4,7,0.00616812
5486,1.09,61.9,55,6.66,6.62,4.11,Ideal,I,SI1,6,6,0.006015233
5486,1.01,62,56,6.44,6.39,3.98,Ideal,F,SI1,3,6,0.006166682
5489,1,61.7,57,6.39,6.42,3.95,Ideal,D,SI1,1,6,0.006171163
5489,1.21,62.7,55,6.84,6.79,4.27,Ideal,J,SI1,7,6,0.00610143
5491,1.03,60.5,58,6.52,6.58,3.96,Ideal,D,SI2,1,7,0.006062734
5491,1.03,61.7,55,6.52,6.46,4.01,Ideal,E,SI2,2,7,0.006098356
5493,1.02,60.5,56,6.57,6.53,3.96,Ideal,E,SI1,2,6,0.006003803
5494,1.2,61.1,55,6.9,6.87,4.21,Ideal,E,SI2,2,7,0.006013029
5495,1.04,61.3,56,6.51,6.55,4,Ideal,F,SI1,3,6,0.006097489
5496,1.11,61.2,56,6.7,6.69,4.1,Ideal,H,SI2,5,7,0.006040018
5496,1.09,62.4,56,6.57,6.61,4.11,Ideal,G,SI1,4,6,0.006106858
5497,1.19,61.9,56,6.8,6.84,4.22,Ideal,E,SI2,2,7,0.006062748
5497,1.01,61.1,58,6.43,6.49,3.95,Ideal,G,SI1,4,6,0.006127292
5498,1.07,62.1,56,6.53,6.58,4.07,Ideal,H,SI1,5,6,0.006118575
5501,1.14,62.3,56,6.72,6.69,4.18,Ideal,H,SI1,5,6,0.00606643
5501,1.11,62.2,57,6.66,6.62,4.12,Ideal,D,SI2,1,7,0.006110736
5502,1.22,61,57,6.88,6.93,4.2,Ideal,H,SI2,5,7,0.006092406
5502,1.22,61.7,56,6.87,6.93,4.26,Ideal,H,SI2,5,7,0.006015341
5504,1.22,60.8,57,6.85,6.89,4.18,Ideal,J,VS1,7,4,0.006184061
5504,1.19,60.4,55,6.91,6.89,4.17,Ideal,D,SI2,1,7,0.005993957
5504,1.05,61.1,57,6.55,6.52,3.99,Ideal,G,VS2,4,5,0.006162082
5505,1.02,59.8,58,6.56,6.58,3.93,Ideal,H,SI1,5,6,0.006012816
5506,1.11,61.7,55,6.66,6.69,4.12,Ideal,I,VS2,6,5,0.006046797
419,0.24,62.2,57,3.96,4.01,2.48,Ideal,F,VS2,3,5,0.006094246
419,0.24,61.2,57,4.04,4.06,2.48,Ideal,F,VS2,3,5,0.005900002
419,0.24,61.3,56,4,4.03,2.46,Ideal,F,VS1,3,4,0.00605217
420,0.32,61.5,56,4.43,4.45,2.73,Ideal,H,SI2,5,7,0.005945982
420,0.32,61.9,54,4.42,4.46,2.75,Ideal,H,SI2,5,7,0.005902828
601,0.3,62,53.7,4.31,4.33,2.68,Ideal,F,VS2,3,5,0.005998205
601,0.3,62.3,53.5,4.27,4.32,2.68,Ideal,F,VS2,3,5,0.006068409
601,0.3,62.5,53.3,4.28,4.31,2.69,Ideal,F,VS2,3,5,0.006045719
601,0.3,61,58,4.3,4.36,2.64,Ideal,D,VS1,1,4,0.006061253
601,0.31,60.1,57,4.36,4.39,2.63,Ideal,E,SI1,2,6,0.006158216
601,0.37,61.9,54,4.63,4.68,2.88,Ideal,J,IF,7,1,0.005929013
601,0.35,62.1,57,4.47,4.49,2.78,Ideal,D,SI1,1,6,0.006272915
602,0.38,61.6,55,4.64,4.68,2.87,Ideal,G,SI2,4,7,0.006097304
602,0.38,61.2,56,4.7,4.74,2.89,Ideal,G,SI2,4,7,0.005902141
602,0.38,62.1,56,4.62,4.65,2.88,Ideal,F,SI2,3,7,0.006141807
602,0.32,61.9,55,4.4,4.42,2.73,Ideal,G,VS1,4,4,0.006027155
602,0.32,61.9,55,4.41,4.45,2.74,Ideal,F,VS2,3,5,0.005951149
602,0.32,60.7,56,4.43,4.46,2.7,Ideal,G,VS1,4,4,0.005998569
602,0.32,62.4,57,4.37,4.44,2.75,Ideal,F,VS2,3,5,0.00599726
603,0.37,61.2,56,4.62,4.66,2.84,Ideal,I,VS2,6,5,0.006051395
5509,1.16,61.1,56,6.78,6.79,4.15,Ideal,H,SI2,5,7,0.006071702
5509,1.02,62.3,54,6.45,6.49,4.03,Ideal,E,SI1,2,6,0.006046314
5510,1.2,62.9,57,6.79,6.76,4.26,Ideal,H,SI1,5,6,0.006136987
5510,1.23,63.8,57,6.78,6.72,4.31,Ideal,H,SI2,5,7,0.00626367
5510,1.5,61.8,57,7.39,7.31,4.54,Ideal,I,I1,6,8,0.006116086
5510,1.2,61.8,56,6.8,6.77,4.19,Ideal,I,SI1,6,6,0.006221135
5516,1.06,60.3,57,6.61,6.66,4.01,Ideal,I,VS2,6,5,0.006004624
5516,0.92,62.1,56,6.22,6.24,3.87,Ideal,E,SI1,2,6,0.006124941
5517,1.08,61.8,54,6.6,6.61,4.09,Ideal,H,SI1,5,6,0.006052782
5518,1.03,61.6,55,6.48,6.52,4,Ideal,G,SI1,4,6,0.006094732
5519,1.16,60.6,56,6.79,6.86,4.14,Ideal,J,IF,7,1,0.00601539
5519,1.16,60.9,57,6.79,6.75,4.12,Ideal,G,SI1,4,6,0.006143095
5520,1.24,61.4,56,6.98,6.92,4.27,Ideal,G,SI2,4,7,0.006012184
5521,1.12,61.9,57,6.64,6.68,4.12,Ideal,H,SI1,5,6,0.006128812
5522,1.02,60.9,57,6.51,6.55,3.98,Ideal,H,SI1,5,6,0.006010281
5526,1.15,62.7,56,6.73,6.7,4.21,Ideal,E,SI1,2,6,0.006057953
5527,1.01,62,54,6.41,6.49,4,Ideal,F,SI1,3,6,0.00606958
5527,1.09,62.5,57,6.59,6.54,4.1,Ideal,F,SI1,3,6,0.006168499
5528,1.04,62.4,57,6.48,6.53,4.06,Ideal,E,SI1,2,6,0.006053675
5531,1.04,62.3,55,6.46,6.49,4.03,Ideal,E,SI2,2,7,0.006155326
5532,1.07,61.7,54,6.59,6.61,4.07,Ideal,G,SI1,4,6,0.00603535
5534,1.15,61.7,57,6.72,6.74,4.15,Ideal,I,VS2,6,5,0.006118156
5534,1.2,61.3,56,6.83,6.87,4.2,Ideal,J,VS1,7,4,0.00608912
5534,1.08,62.7,57,6.53,6.57,4.11,Ideal,F,SI1,3,6,0.006124962
5534,1.01,62,56,6.41,6.47,3.99,Ideal,E,SI1,2,6,0.006103601
5534,1.01,60.8,56,6.48,6.51,3.95,Ideal,E,SI1,2,6,0.006061335
5535,1.1,62.6,56,6.64,6.58,4.14,Ideal,G,SI2,4,7,0.006081327
5535,1.2,62.4,57,6.75,6.8,4.23,Ideal,I,SI1,6,6,0.006180565
5535,0.91,62.1,55,6.2,6.24,3.86,Ideal,D,SI1,1,6,0.006093654
5537,1.07,61.4,57,6.59,6.53,4.03,Ideal,E,SI1,2,6,0.006169929
5539,0.7,61.4,56,5.72,5.75,3.53,Ideal,D,VVS2,1,3,0.006029197
5539,0.7,61.7,55,5.73,5.75,3.54,Ideal,D,VVS2,1,3,0.006001673
5539,0.7,60.7,57,5.75,5.78,3.5,Ideal,D,VVS2,1,3,0.006017752
5539,0.7,61.3,56,5.72,5.76,3.52,Ideal,D,VVS2,1,3,0.006035828
5539,0.7,61.1,55,5.75,5.78,3.52,Ideal,D,VVS2,1,3,0.005983561
5540,0.9,62.1,56,6.15,6.19,3.83,Ideal,G,VS1,4,4,0.00617274
5543,1.01,61.2,57,6.47,6.44,3.95,Ideal,D,SI1,1,6,0.006136689
5544,1.32,61.7,56,7.11,7.05,4.37,Ideal,I,SI1,6,6,0.006026065
5544,1.1,61.7,57,6.65,6.62,4.09,Ideal,I,VS1,6,4,0.006109276
5545,1.1,61.9,55,6.62,6.66,4.11,Ideal,G,SI1,4,6,0.006070419
5546,1.12,62,57,6.61,6.63,4.11,Ideal,E,SI2,2,7,0.00621815
5546,1.31,63.6,55,6.98,6.92,4.42,Ideal,I,SI2,6,7,0.00613603
5547,1.11,61.6,55,6.62,6.66,4.09,Ideal,D,SI2,1,7,0.006155558
5548,1.14,62.2,56,6.66,6.69,4.15,Ideal,G,SI1,4,6,0.006165331
5548,1.14,61.4,56,6.69,6.77,4.13,Ideal,D,SI2,1,7,0.006094527
5549,1.02,60.1,59,6.59,6.56,3.95,Ideal,F,SI1,3,6,0.005973293
5550,1.01,59.8,59,6.52,6.56,3.91,Ideal,H,VS1,5,4,0.006039391
5551,1.03,62.4,57,6.44,6.47,4.03,Ideal,D,SI1,1,6,0.006133975
5551,1.07,62.2,56,6.52,6.56,4.07,Ideal,G,SI1,4,6,0.006146642
5551,1.18,62.2,57,6.76,6.72,4.19,Ideal,I,VS1,6,4,0.006199434
5551,1.12,62,55,6.68,6.65,4.13,Ideal,G,SI1,4,6,0.006104778
5553,1.02,62.2,57,6.41,6.45,4,Ideal,E,SI1,2,6,0.006167689
5554,1.16,62.2,55,6.79,6.74,4.21,Ideal,H,SI1,5,6,0.006020689
5555,1.01,62.7,57,6.3,6.34,3.96,Ideal,G,SI1,4,6,0.006385522
5555,1.01,63,57,6.37,6.4,4.02,Ideal,G,SI1,4,6,0.006162769
5555,1,61.4,57,6.43,6.5,3.97,Ideal,E,SI1,2,6,0.006026778
5555,1,61.7,57,6.39,6.42,3.95,Ideal,E,SI1,2,6,0.006171163
5555,1,61.4,58,6.41,6.43,3.94,Ideal,E,SI1,2,6,0.00615793
5556,1.21,60.6,55,6.92,6.87,4.18,Ideal,I,SI1,6,6,0.006089004
5556,1.17,62.2,55,6.73,6.7,4.18,Ideal,F,SI2,3,7,0.006207543
5557,1.05,62,55,6.54,6.5,4.04,Ideal,F,SI1,3,6,0.006113879
5559,1.08,62.1,57,6.54,6.57,4.07,Ideal,G,VS2,4,5,0.006175701
5562,1.2,58.9,60,6.98,6.94,4.1,Ideal,G,SI2,4,7,0.006042025
5564,0.9,61.6,57,6.24,6.16,3.82,Ideal,G,VVS1,4,2,0.006129342
5569,1.02,62.2,56,6.48,6.42,4.01,Ideal,H,VS1,5,4,0.006114286
5570,1.04,61.9,53,6.53,6.54,4.05,Ideal,G,SI1,4,6,0.006012947
5571,1.01,61.9,56,6.43,6.47,3.99,Ideal,E,SI1,2,6,0.006084617
5572,1.04,61.4,58,6.46,6.54,3.99,Ideal,I,VS1,6,4,0.006169503
5576,1.01,62.6,56,6.41,6.44,4.02,Ideal,G,SI1,4,6,0.006086273
5577,1.04,62.7,55,6.43,6.49,4.05,Ideal,H,VS1,5,4,0.006153506
5577,1.04,62.7,57,6.42,6.46,4.04,Ideal,H,VS1,5,4,0.006207038
5577,1.06,62,55,6.55,6.58,4.07,Ideal,I,VS1,6,4,0.006042884
5578,1.2,60.1,56,6.9,6.84,4.13,Ideal,I,SI1,6,6,0.006156388
5578,1.2,62.7,55,6.74,6.69,4.21,Ideal,H,SI2,5,7,0.006321398
5583,1.1,62.7,57,6.6,6.63,4.15,Ideal,H,SI1,5,6,0.006057412
5586,1.22,60.6,56,6.96,6.95,4.22,Ideal,J,SI1,7,6,0.005976588
5586,1.05,60.6,59,6.51,6.56,3.96,Ideal,F,SI1,3,6,0.006208823
5587,1.16,60.1,62,6.83,6.78,4.09,Ideal,I,VS2,6,5,0.006124692
5587,1.16,60.8,56,6.85,6.81,4.15,Ideal,I,VS2,6,5,0.005992006
5589,1.01,62.5,56,6.38,6.45,4.01,Ideal,H,SI1,5,6,0.006120637
5590,1.01,61.6,59,6.43,6.4,3.95,Ideal,E,SI1,2,6,0.006213457
5593,1.5,61.3,57,7.36,7.39,4.52,Ideal,I,I1,6,8,0.006101415
5595,0.88,61.4,56,6.15,6.17,3.78,Ideal,E,VS2,2,5,0.006135226
5595,1.03,61.3,56,6.55,6.51,4,Ideal,F,SI1,3,6,0.00603886
5596,1.1,62.4,56,6.58,6.62,4.12,Ideal,F,SI2,3,7,0.00612931
5598,1.19,61.9,56,6.84,6.8,4.22,Ideal,E,SI2,2,7,0.006062748
5599,1.01,62.4,56,6.43,6.39,4,Ideal,E,SI1,2,6,0.006145391
5599,1.01,62.6,57,6.43,6.38,4.01,Ideal,E,SI1,2,6,0.006139675
5599,1.01,62.1,54,6.5,6.41,4.01,Ideal,E,SI1,2,6,0.00604513
5600,1.23,62.1,58,6.82,6.86,4.25,Ideal,I,SI1,6,6,0.006185968
5602,1.07,61.5,56,6.58,6.61,4.06,Ideal,E,SI2,2,7,0.006059411
603,0.37,60.7,58,4.64,4.68,2.83,Ideal,H,VS2,5,5,0.006020762
603,0.37,62,54,4.64,4.65,2.88,Ideal,H,VS2,5,5,0.005954404
603,0.37,61.7,55,4.64,4.67,2.87,Ideal,H,VS2,5,5,0.005949562
603,0.3,62.3,56,4.27,4.3,2.67,Ideal,E,VS2,2,5,0.006119468
603,0.3,62,57,4.26,4.29,2.65,Ideal,E,VS2,2,5,0.006194532
603,0.3,61.8,57,4.28,4.3,2.65,Ideal,E,VS2,2,5,0.006151247
603,0.3,62,53,4.31,4.33,2.68,Ideal,E,VS2,2,5,0.005998205
603,0.3,60.6,59,4.3,4.34,2.62,Ideal,E,VS2,2,5,0.006135667
603,0.37,60.8,56,4.67,4.71,2.85,Ideal,I,VS1,6,4,0.00590227
603,0.3,62.3,56,4.26,4.28,2.66,Ideal,F,VS1,3,4,0.006185663
603,0.39,61.2,56,4.71,4.73,2.89,Ideal,G,SI2,4,7,0.006057379
603,0.41,62.6,57,4.68,4.77,2.96,Ideal,F,SI2,3,7,0.006204802
603,0.38,61.5,55,4.69,4.72,2.89,Ideal,E,SI2,2,7,0.005939788
603,0.27,62.7,55,4.18,4.15,2.61,Ideal,E,VS2,2,5,0.005963468
603,0.27,61.6,57,4.16,4.12,2.55,Ideal,E,VS1,2,4,0.006177789
603,0.27,61.6,56,4.17,4.14,2.56,Ideal,E,VS1,2,4,0.006109243
603,0.27,61.6,55,4.18,4.16,2.57,Ideal,E,VS1,2,4,0.006041726
604,0.33,61.7,55.9,4.45,4.49,2.75,Ideal,G,VS2,4,5,0.006005856
604,0.33,61.4,56.1,4.42,4.45,2.73,Ideal,G,VS2,4,5,0.006145667
604,0.32,60.6,57,4.45,4.49,2.71,Ideal,F,SI1,3,6,0.005909821
604,0.41,62.2,55,4.76,4.79,2.97,Ideal,J,VS1,7,4,0.006054593
5602,1.22,60.8,57,6.95,6.89,4.21,Ideal,I,SI1,6,6,0.006051649
5602,1.22,61.7,56,6.93,6.87,4.26,Ideal,H,SI2,5,7,0.006015341
5602,1.22,61,57,6.93,6.88,4.2,Ideal,H,SI2,5,7,0.006092406
5602,1.22,61.7,57,6.91,6.86,4.25,Ideal,I,SI1,6,6,0.006055761
5604,1.21,61.8,56.2,6.78,6.86,4.2,Ideal,J,VS1,7,4,0.006194158
5606,1.27,61.6,56.1,6.94,7,4.29,Ideal,J,VS2,7,5,0.00609381
5607,1.29,61.6,58,6.96,6.99,4.3,Ideal,J,SI1,7,6,0.006166445
5608,1.03,62,53,6.47,6.5,4.02,Ideal,E,SI1,2,6,0.006092472
5610,1.2,61,57,6.84,6.9,4.19,Ideal,H,SI2,5,7,0.00606823
5610,1.1,61.6,56,6.59,6.68,4.09,Ideal,G,SI1,4,6,0.006109526
5613,1.2,62.6,58,6.74,6.81,4.24,Ideal,H,SI2,5,7,0.006166069
5613,1.06,62.2,57,6.52,6.5,4.05,Ideal,F,SI1,3,6,0.006175753
5615,1.16,62.5,56,6.7,6.8,4.23,Ideal,D,SI2,1,7,0.006019133
5622,1,62.7,57,6.39,6.49,4.04,Ideal,E,SI1,2,6,0.005968608
5622,1,61,57,6.47,6.44,3.94,Ideal,G,SI1,4,6,0.006091351
5624,1.21,62.6,56,6.84,6.77,4.26,Ideal,H,SI2,5,7,0.00613382
5624,1.21,62.4,57,6.84,6.78,4.25,Ideal,I,SI1,6,6,0.006139184
5625,1.08,61.8,56,6.59,6.55,4.06,Ideal,H,VS2,5,5,0.0061627
5626,1.15,62.1,55,6.76,6.67,4.18,Ideal,I,VS1,6,4,0.006101674
5626,1.04,62.9,54,6.49,6.46,4.07,Ideal,F,SI1,3,6,0.006094832
5629,1,60.1,62,6.46,6.48,3.89,Ideal,E,SI1,2,6,0.006141053
5631,1.53,59.6,57,7.46,7.38,4.42,Ideal,H,SI2,5,7,0.006287442
5632,1.11,64,58,6.52,6.46,4.16,Ideal,H,VS2,5,5,0.006335043
5634,1.2,62.5,56,6.77,6.74,4.22,Ideal,I,VS2,6,5,0.006231896
5635,1.15,60.6,58,6.75,6.79,4.1,Ideal,F,SI2,3,7,0.006119845
5636,1.1,62.2,55,6.66,6.62,4.13,Ideal,H,SI1,5,6,0.006041022
5638,1.24,62.4,57,6.82,6.9,4.28,Ideal,I,VS2,6,5,0.00615665
5639,1,62.8,55,6.3,6.38,3.98,Ideal,D,SI1,1,6,0.006251089
5640,0.87,62,55,6.1,6.13,3.79,Ideal,F,VS1,3,4,0.006138888
5641,1.23,61.4,54,6.95,6.94,4.26,Ideal,H,SI2,5,7,0.0059862
5645,1.26,62.4,56,6.93,6.85,4.3,Ideal,I,SI1,6,6,0.006172744
5646,1.29,60.9,58,7.05,7,4.28,Ideal,J,VS2,7,5,0.006107434
5646,1.01,62.3,58,6.35,6.42,3.98,Ideal,F,SI1,3,6,0.006224859
5648,1.11,61.6,55,6.66,6.62,4.09,Ideal,D,SI2,1,7,0.006155558
5649,1.22,61.5,55,6.86,6.87,4.22,Ideal,J,VS1,7,4,0.006134321
5650,1.14,61.4,56,6.77,6.69,4.13,Ideal,D,SI2,1,7,0.006094527
5650,1.14,62.2,56,6.69,6.66,4.15,Ideal,G,SI1,4,6,0.006165331
5651,1.06,61.2,57,6.59,6.56,4.03,Ideal,I,VS1,6,4,0.006084313
5653,1.21,62.1,57,6.81,6.82,4.23,Ideal,J,VS2,7,5,0.006159047
5653,1.03,62.4,57,6.47,6.44,4.03,Ideal,D,SI1,1,6,0.006133975
5653,1.03,60.8,57,6.52,6.47,3.95,Ideal,G,SI1,4,6,0.00618142
5655,1.06,62.1,57,6.51,6.53,4.05,Ideal,F,SI1,3,6,0.006156823
5655,1.2,61.5,60,6.85,6.8,4.2,Ideal,I,SI1,6,6,0.00613384
5655,1.02,62.2,57,6.45,6.41,4,Ideal,E,SI1,2,6,0.006167689
5656,0.9,62.4,55,6.15,6.19,3.85,Ideal,D,SI1,1,6,0.006140674
5656,1,63,56,6.41,6.38,4.03,Ideal,F,SI1,3,6,0.00606759
5657,1.18,62.2,56,6.74,6.76,4.2,Ideal,H,SI2,5,7,0.006166321
5661,1.08,62.1,57,6.57,6.54,4.07,Ideal,G,VS2,4,5,0.006175701
5662,1.01,61,56,6.44,6.4,3.94,Ideal,F,VS2,3,5,0.006219555
5663,1.04,61.4,56,6.52,6.58,4.02,Ideal,F,SI1,3,6,0.006030229
5664,1.01,61.3,57,6.44,6.46,3.95,Ideal,H,SI1,5,6,0.006146189
5664,1.01,61.2,56,6.44,6.47,3.95,Ideal,H,SI1,5,6,0.006136689
5665,1.09,62,56,6.56,6.61,4.08,Ideal,F,SI1,3,6,0.006161139
5666,1.02,62.4,57,6.4,6.35,3.98,Ideal,H,VS2,5,5,0.006306137
5666,1.02,60.4,57,6.58,6.54,3.96,Ideal,H,VS2,5,5,0.005985513
5666,0.96,61.2,56,6.38,6.34,3.89,Ideal,F,VS1,3,4,0.00610115
5669,1.06,60.5,57,6.63,6.6,4,Ideal,H,VS2,5,5,0.006056035
5670,1.25,62.7,56,6.92,6.87,4.32,Ideal,H,SI2,5,7,0.006086441
5670,1.35,60,57,7.19,7.15,4.3,Ideal,H,SI2,5,7,0.006107035
5675,1.14,61.5,55,6.78,6.71,4.15,Ideal,G,SI2,4,7,0.006038159
5676,1.28,61.8,57,7,6.97,4.32,Ideal,H,SI2,5,7,0.00607289
5676,1.29,62,57,6.92,6.98,4.31,Ideal,J,VS1,7,4,0.006196564
5683,1.02,62,55,6.47,6.44,4,Ideal,H,VS2,5,5,0.00611998
5683,1.24,61.4,57,6.92,6.88,4.24,Ideal,H,VS2,5,5,0.006142728
5684,1.03,62.2,59,6.41,6.45,4,Ideal,G,SI1,4,6,0.006228156
5688,1.11,62.6,57,6.64,6.59,4.14,Ideal,H,SI1,5,6,0.0061273
5690,1.19,62.3,55,6.8,6.82,4.24,Ideal,I,SI1,6,6,0.006051845
5690,1.27,62.4,56,6.95,6.9,4.32,Ideal,I,SI1,6,6,0.006130361
5692,1.21,62.1,55,6.87,6.82,4.25,Ideal,H,SI2,5,7,0.006076526
5692,1.1,58.6,57,6.82,6.8,3.99,Ideal,F,VS2,3,5,0.005944653
5694,1.2,62.3,53,6.8,6.85,4.25,Ideal,I,SI1,6,6,0.006061678
5694,1.01,62.1,56,6.36,6.43,3.97,Ideal,D,SI1,1,6,0.006221037
5695,1.16,61.6,55,6.74,6.77,4.16,Ideal,G,SI2,4,7,0.006111054
5695,1.5,61.3,57,7.39,7.36,4.52,Ideal,I,I1,6,8,0.006101415
5697,1.05,60.3,57,6.57,6.63,3.98,Ideal,I,VS2,6,5,0.006056578
5697,1.06,61.8,55,6.54,6.57,4.04,Ideal,I,SI1,6,6,0.006106346
5698,1.01,62.6,56,6.37,6.41,4,Ideal,G,SI1,4,6,0.006183921
