price,carat,length,width,depth,cut
5023,0.92,6.18,6.13,3.85,Ideal
5027,1.07,6.62,6.65,4.02,Ideal
5027,1.05,6.52,6.43,4.05,Ideal
5028,1.21,6.88,6.82,4.21,Ideal
5028,1.01,6.42,6.48,3.99,Ideal
5028,0.97,6.24,6.3,3.94,Ideal
5029,1.01,6.46,6.45,4.02,Ideal
5030,1.23,6.85,6.9,4.23,Ideal
5031,1.07,6.61,6.68,4.05,Ideal
5031,1.13,6.73,6.63,4.16,Ideal
5032,1.17,6.71,6.66,4.21,Ideal
5034,1.09,6.58,6.64,4.1,Ideal
5035,1.09,6.6,6.64,4.08,Ideal
5035,1.09,6.6,6.64,4.1,Ideal
5037,1.03,6.54,6.5,3.97,Ideal
5037,1.1,6.6,6.64,4.11,Ideal
5038,1.15,6.68,6.73,4.14,Ideal
5040,1.2,6.81,6.76,4.19,Ideal
5040,1.2,6.83,6.75,4.23,Ideal
5042,1.09,6.58,6.62,4.07,Ideal
5044,1.04,6.49,6.53,4.06,Ideal
5044,1.02,6.46,6.44,4.01,Ideal
5044,1.02,6.55,6.52,3.96,Ideal
5046,1.12,6.68,6.72,4.15,Ideal
5047,1.02,6.45,6.48,3.99,Ideal
5049,1.08,6.6,6.66,4.07,Ideal
5049,1.08,6.51,6.56,4.09,Ideal
5049,1.01,6.45,6.49,3.92,Ideal
5050,1.2,6.92,6.83,4.16,Ideal
5050,1.13,6.73,6.66,4.15,Ideal
5051,1.11,6.64,6.69,4.11,Ideal
5051,0.92,6.24,6.27,3.87,Ideal
5051,1.01,6.32,6.45,3.93,Ideal
5051,0.72,5.83,5.81,3.54,Ideal
5052,0.65,5.58,5.61,3.41,Ideal
5055,1.02,6.55,6.51,3.97,Ideal
5055,1.02,6.38,6.35,4,Ideal
5055,1.24,6.84,6.81,4.3,Ideal
5056,0.76,5.86,5.82,3.63,Ideal
5057,1.08,6.55,6.64,4.04,Ideal
5061,1.11,6.64,6.59,4.14,Ideal
5062,1.13,6.77,6.74,4.13,Ideal
5062,1.01,6.48,6.43,3.94,Ideal
5063,1.03,6.53,6.47,4.03,Ideal
5063,1.07,6.61,6.55,3.96,Ideal
5065,1.29,6.99,7.05,4.3,Ideal
5065,1.07,6.6,6.66,4.08,Ideal
5067,1.25,6.94,6.9,4.33,Ideal
5067,1.04,6.55,6.51,3.99,Ideal
596,0.34,4.49,4.51,2.76,Ideal
596,0.34,4.47,4.51,2.76,Ideal
596,0.34,4.48,4.54,2.77,Ideal
596,0.34,4.48,4.52,2.78,Ideal
596,0.34,4.46,4.48,2.77,Ideal
596,0.34,4.47,4.5,2.78,Ideal
596,0.34,4.5,4.53,2.77,Ideal
596,0.34,4.44,4.47,2.77,Ideal
596,0.34,4.45,4.48,2.76,Ideal
596,0.34,4.52,4.55,2.77,Ideal
596,0.34,4.48,4.51,2.76,Ideal
596,0.34,4.48,4.53,2.78,Ideal
596,0.34,4.49,4.53,2.79,Ideal
5068,1.01,6.43,6.4,3.99,Ideal
5071,1.2,6.8,6.87,4.23,Ideal
5073,1.11,6.69,6.62,4.14,Ideal
5075,1.14,6.71,6.67,4.21,Ideal
5077,1.07,6.51,6.55,4.09,Ideal
5078,1.16,6.78,6.8,4.18,Ideal
5079,1.02,6.54,6.51,3.91,Ideal
5080,1.08,6.6,6.55,4.06,Ideal
5080,0.9,6.18,6.13,3.84,Ideal
5081,0.9,6.23,6.27,3.85,Ideal
5082,1.1,6.61,6.64,4.08,Ideal
5082,1.02,6.44,6.46,4.01,Ideal
5083,1.23,6.82,6.74,4.29,Ideal
5086,0.72,5.73,5.76,3.55,Ideal
5088,1.18,6.85,6.75,4.23,Ideal
5088,1,6.45,6.37,3.97,Ideal
5091,1.21,6.92,6.94,4.2,Ideal
5091,1.16,6.71,6.67,4.19,Ideal
5092,1.17,6.82,6.87,4.11,Ideal
5093,1.03,6.44,6.49,4.01,Ideal
5093,1.16,6.82,6.8,4.08,Ideal
5093,1.16,6.73,6.69,4.21,Ideal
5093,1.07,6.59,6.57,4.06,Ideal
5095,1.05,6.49,6.54,4,Ideal
5096,1.08,6.53,6.56,4.1,Ideal
5096,1.14,6.71,6.74,4.09,Ideal
5096,1,6.42,6.41,4.04,Ideal
5099,1.22,6.89,6.95,4.22,Ideal
5099,1.01,6.43,6.47,4,Ideal
5101,1.05,6.56,6.61,4.05,Ideal
5102,1.04,6.45,6.48,4.03,Ideal
5102,1.11,6.65,6.61,4.11,Ideal
5103,1.07,6.52,6.57,4.07,Ideal
5104,1.05,6.66,6.61,3.98,Ideal
5105,1.04,6.49,6.52,4,Ideal
5105,1.03,6.52,6.46,4.01,Ideal
5106,1.08,6.54,6.53,4.11,Ideal
5107,1.16,6.71,6.75,4.2,Ideal
5107,1.01,6.39,6.43,4.03,Ideal
5107,1.2,6.77,6.71,4.21,Ideal
5108,1.07,6.52,6.55,4.04,Ideal
5110,1.05,6.5,6.53,4.03,Ideal
5111,1.03,6.6,6.57,3.96,Ideal
5111,1.17,6.78,6.74,4.21,Ideal
5112,0.87,6.12,6.15,3.77,Ideal
5115,1.02,6.34,6.42,4.01,Ideal
5116,1.06,6.59,6.61,4.05,Ideal
5120,1.13,6.68,6.65,4.12,Ideal
5122,0.9,6.17,6.19,3.77,Ideal
5123,1.07,6.68,6.61,4.05,Ideal
5124,1.21,6.78,6.81,4.24,Ideal
5124,1.16,6.75,6.78,4.18,Ideal
5124,1.22,6.82,6.79,4.25,Ideal
5125,1.09,6.58,6.61,4.11,Ideal
5125,1.09,6.6,6.69,4.1,Ideal
5125,1.09,6.53,6.58,4.1,Ideal
5125,1.09,6.62,6.71,4.07,Ideal
5125,1.15,6.77,6.83,4.13,Ideal
5125,1.04,6.48,6.51,4.02,Ideal
5125,1.24,6.95,6.88,4.28,Ideal
5126,1.01,6.41,6.44,4.02,Ideal
5126,0.93,6.33,6.41,3.83,Ideal
5127,1.05,6.45,6.51,4.06,Ideal
5127,1.11,6.69,6.61,4.12,Ideal
5127,1.09,6.64,6.6,4.08,Ideal
5127,1.09,6.64,6.6,4.1,Ideal
5128,1.05,6.49,6.52,4.06,Ideal
5132,1.01,6.46,6.51,4.01,Ideal
5139,1,6.41,6.33,3.98,Ideal
5140,1.01,6.37,6.44,3.99,Ideal
5141,0.9,6.21,6.16,3.81,Ideal
5141,1.08,6.66,6.6,4.07,Ideal
5141,1.08,6.56,6.51,4.09,Ideal
5141,1.01,6.46,6.43,3.98,Ideal
5143,1.09,6.59,6.65,4.08,Ideal
5143,1.03,6.57,6.62,3.98,Ideal
5143,1.06,6.56,6.49,4.06,Ideal
5145,1.04,6.54,6.6,4.02,Ideal
5146,1.14,6.68,6.73,4.13,Ideal
5147,1.01,6.52,6.38,4.03,Ideal
5147,1.03,6.54,6.58,4.01,Ideal
5147,1.06,6.58,6.62,4.02,Ideal
5149,1.13,6.68,6.66,4.13,Ideal
5149,1.09,6.66,6.6,4.07,Ideal
5149,1.09,6.58,6.54,4.09,Ideal
5151,0.83,5.99,6.03,3.74,Ideal
5152,1.15,6.81,6.76,4.17,Ideal
5152,1.11,6.61,6.57,4.15,Ideal
5154,1.27,6.92,6.96,4.31,Ideal
5154,1.18,6.79,6.77,4.21,Ideal
5154,0.73,5.75,5.79,3.57,Ideal
596,0.34,4.47,4.5,2.79,Ideal
596,0.34,4.48,4.5,2.74,Ideal
596,0.34,4.46,4.5,2.78,Ideal
596,0.34,4.48,4.49,2.81,Ideal
596,0.34,4.46,4.49,2.78,Ideal
596,0.34,4.47,4.5,2.78,Ideal
596,0.4,4.68,4.74,2.9,Ideal
596,0.34,4.45,4.48,2.78,Ideal
5154,0.73,5.8,5.81,3.56,Ideal
5154,1.01,6.41,6.44,4.01,Ideal
5154,1.01,6.43,6.47,3.98,Ideal
5154,1.08,6.71,6.69,4,Ideal
5155,0.94,6.24,6.27,3.89,Ideal
5156,1.05,6.48,6.54,4.04,Ideal
5158,1.01,6.48,6.44,3.99,Ideal
5158,1.09,6.64,6.58,4.1,Ideal
5158,1.23,6.79,6.86,4.26,Ideal
5158,1.29,7.05,6.99,4.3,Ideal
5159,0.94,6.39,6.34,3.86,Ideal
5159,1.06,6.5,6.54,4.06,Ideal
5159,1.06,6.52,6.55,4.05,Ideal
5160,0.9,6.18,6.21,3.86,Ideal
5163,1.23,6.89,6.93,4.28,Ideal
5163,1.18,6.77,6.84,4.21,Ideal
5163,1.04,6.51,6.54,4.02,Ideal
5164,1.09,6.56,6.59,4.08,Ideal
5164,1.08,6.59,6.62,4.05,Ideal
5164,1.13,6.72,6.67,4.21,Ideal
5165,1.13,6.69,6.67,4.15,Ideal
5166,1.01,6.35,6.4,4,Ideal
5166,1.01,6.44,6.46,4.01,Ideal
5167,1.07,6.64,6.62,4.02,Ideal
5169,1.3,7.01,6.95,4.32,Ideal
5170,1.57,7.42,7.36,4.64,Ideal
5171,0.93,6.23,6.27,3.86,Ideal
5171,1.16,6.8,6.78,4.18,Ideal
5172,1.08,6.54,6.61,4.07,Ideal
5174,1.2,6.83,6.79,4.23,Ideal
5174,1.2,6.75,6.73,4.19,Ideal
5174,1.14,6.7,6.74,4.13,Ideal
5174,1.1,6.64,6.61,4.08,Ideal
5175,1.23,6.84,6.88,4.26,Ideal
5176,0.91,6.21,6.24,3.86,Ideal
5177,1.08,6.7,6.76,3.98,Ideal
5178,1.12,6.65,6.68,4.16,Ideal
5181,1.03,6.54,6.57,4.01,Ideal
5181,1.23,6.92,6.97,4.26,Ideal
5182,1.18,6.79,6.82,4.18,Ideal
5182,1.18,6.79,6.82,4.2,Ideal
5182,1.01,6.46,6.48,3.95,Ideal
5182,1.18,6.81,6.86,4.18,Ideal
5184,1.01,6.38,6.42,3.97,Ideal
5184,1.21,6.94,6.92,4.2,Ideal
5188,1.06,6.58,6.55,4.05,Ideal
5189,1.01,6.38,6.43,3.98,Ideal
5189,1.04,6.56,6.53,3.99,Ideal
5189,1.08,6.56,6.53,4.1,Ideal
5192,1.05,6.5,6.54,4.03,Ideal
5192,1.22,6.91,6.83,4.28,Ideal
5194,1.06,6.62,6.58,4.05,Ideal
5195,1.02,6.55,6.51,3.94,Ideal
5197,1,6.37,6.43,3.97,Ideal
5197,1,6.41,6.46,3.96,Ideal
5197,1,6.36,6.41,3.95,Ideal
5199,1.04,6.44,6.48,4.03,Ideal
5199,1.1,6.66,6.68,4.11,Ideal
5200,1.05,6.52,6.58,4,Ideal
5200,1.01,6.47,6.5,3.92,Ideal
5204,1.05,6.67,6.64,3.97,Ideal
5204,1.01,6.53,6.49,3.96,Ideal
5204,1.05,6.53,6.5,4.03,Ideal
5206,1.16,6.75,6.78,4.16,Ideal
5206,1.01,6.44,6.49,3.98,Ideal
5206,1.03,6.52,6.59,3.99,Ideal
5206,1.01,6.39,6.35,3.98,Ideal
5207,1.07,6.5,6.56,4.05,Ideal
5207,1.16,6.75,6.78,4.16,Ideal
5207,0.77,5.83,5.85,3.64,Ideal
5214,0.91,6.18,6.2,3.89,Ideal
5215,1.01,6.59,6.53,3.93,Ideal
5216,1.15,6.78,6.71,4.13,Ideal
5217,1.23,6.9,6.95,4.26,Ideal
5218,1.21,6.81,6.78,4.24,Ideal
5219,1.09,6.61,6.58,4.11,Ideal
5219,1.09,6.71,6.62,4.07,Ideal
5219,1.09,6.69,6.6,4.1,Ideal
5219,1.09,6.58,6.53,4.1,Ideal
5220,1.07,6.5,6.55,4.05,Ideal
5220,1.04,6.46,6.5,3.98,Ideal
5221,1.24,6.87,6.92,4.27,Ideal
5221,1,6.44,6.38,4.02,Ideal
5222,0.9,6.16,6.18,3.84,Ideal
5223,1.06,6.51,6.54,4.06,Ideal
5224,1.15,6.72,6.76,4.16,Ideal
5226,1.21,6.8,6.85,4.24,Ideal
5226,1.1,6.64,6.58,4.12,Ideal
5226,1.22,6.91,6.85,4.22,Ideal
5226,0.9,6.25,6.21,3.81,Ideal
5229,1.04,6.49,6.51,4.02,Ideal
5231,1.01,6.51,6.53,3.93,Ideal
5231,1.11,6.72,6.76,4.09,Ideal
597,0.26,4.13,4.18,2.56,Ideal
597,0.26,4.13,4.17,2.52,Ideal
597,0.4,4.71,4.76,2.96,Ideal
597,0.4,4.7,4.72,2.92,Ideal
597,0.4,4.7,4.73,2.96,Ideal
597,0.4,4.76,4.78,2.96,Ideal
597,0.36,4.58,4.62,2.8,Ideal
597,0.36,4.61,4.58,2.83,Ideal
598,0.35,4.54,4.56,2.82,Ideal
598,0.35,4.56,4.58,2.81,Ideal
598,0.35,4.53,4.57,2.8,Ideal
598,0.4,4.72,4.75,2.95,Ideal
598,0.33,4.45,4.49,2.74,Ideal
598,0.28,4.22,4.24,2.6,Ideal
598,0.33,4.46,4.49,2.77,Ideal
598,0.28,4.3,4.31,2.59,Ideal
598,0.28,4.19,4.23,2.61,Ideal
5232,1.21,6.86,6.89,4.15,Ideal
5232,1.07,6.59,6.52,4.07,Ideal
5232,1.13,6.71,6.68,4.14,Ideal
5233,1.22,6.77,6.87,4.25,Ideal
5234,1.03,6.42,6.48,4.01,Ideal
5234,1.03,6.44,6.47,4,Ideal
5234,1.01,6.45,6.48,3.98,Ideal
5235,1.02,6.4,6.51,4,Ideal
5235,1.01,6.38,6.45,3.98,Ideal
5237,1.29,7,7.06,4.33,Ideal
5238,1.01,6.51,6.47,3.96,Ideal
5238,1.09,6.58,6.62,4.11,Ideal
5239,1,6.39,6.44,3.98,Ideal
5240,1.07,6.56,6.62,4.05,Ideal
5241,1.03,6.58,6.54,4.01,Ideal
5241,1.03,6.5,6.47,4,Ideal
5242,1.04,6.49,6.57,3.99,Ideal
5242,1.04,6.5,6.54,4.03,Ideal
5242,1.2,6.77,6.73,4.18,Ideal
5242,0.9,6.24,6.2,3.81,Ideal
5242,0.9,6.22,6.15,3.83,Ideal
5242,1.17,6.68,6.63,4.16,Ideal
5243,0.92,6.24,6.28,3.88,Ideal
5246,1,6.34,6.39,3.99,Ideal
5247,1.08,6.63,6.67,4,Ideal
5249,1.27,6.96,6.92,4.31,Ideal
5249,1.03,6.51,6.45,4.04,Ideal
5250,1.06,6.64,6.62,3.95,Ideal
5251,0.77,5.87,5.95,3.64,Ideal
5251,1.02,6.47,6.49,3.94,Ideal
5252,1.25,6.86,6.92,4.3,Ideal
5252,1.25,6.86,6.89,4.27,Ideal
5252,0.91,6.26,6.24,3.84,Ideal
5253,1.06,6.55,6.52,4.05,Ideal
5253,1.06,6.54,6.5,4.06,Ideal
5255,1.06,6.48,6.52,4.01,Ideal
5256,1.08,6.55,6.58,4.06,Ideal
5256,1.08,6.58,6.62,4.07,Ideal
5257,1.02,6.49,6.51,3.98,Ideal
5258,1.09,6.59,6.56,4.08,Ideal
5259,1.25,6.85,6.92,4.27,Ideal
5259,1.25,6.92,6.94,4.28,Ideal
5259,1.25,6.91,6.98,4.28,Ideal
5260,1.16,6.68,6.74,4.18,Ideal
5260,1.01,6.4,6.35,4,Ideal
5261,1.22,6.87,6.83,4.24,Ideal
5261,0.91,6.2,6.23,3.89,Ideal
5262,1.09,6.58,6.63,4.09,Ideal
5262,1.11,6.68,6.72,4.1,Ideal
5262,1.01,6.39,6.49,3.98,Ideal
5263,1.1,6.63,6.66,4.09,Ideal
5264,1.07,6.55,6.61,4.07,Ideal
5266,1.02,6.49,6.45,4.03,Ideal
5267,1.09,6.64,6.67,4.08,Ideal
5268,1.2,6.8,6.71,4.14,Ideal
5269,1.23,6.88,6.84,4.26,Ideal
5273,1.1,6.62,6.65,4.1,Ideal
5273,1.34,7,7.08,4.4,Ideal
5273,1.01,6.4,6.32,3.92,Ideal
5274,1.01,6.55,6.49,3.91,Ideal
5275,1.21,6.79,6.81,4.26,Ideal
5277,1.06,6.57,6.61,4.03,Ideal
5277,1.12,6.65,6.68,4.12,Ideal
5277,1.52,7.54,7.45,4.49,Ideal
5278,1.02,6.54,6.48,3.93,Ideal
5278,1.06,6.49,6.44,4.08,Ideal
5278,1.1,6.63,6.61,4.08,Ideal
5280,1.07,6.49,6.52,4.06,Ideal
5281,1.07,6.58,6.62,4.06,Ideal
5281,1.07,6.6,6.68,4.05,Ideal
5285,1.27,6.95,6.98,4.31,Ideal
5287,0.99,6.44,6.47,3.94,Ideal
5288,0.75,5.88,5.94,3.59,Ideal
5291,1.12,6.7,6.65,4.16,Ideal
5291,1.1,6.68,6.63,4.04,Ideal
5292,1.25,6.87,6.83,4.34,Ideal
5292,1,6.43,6.37,3.97,Ideal
5292,1,6.41,6.36,3.95,Ideal
5294,1.01,6.49,6.44,3.96,Ideal
5296,1.15,6.74,6.77,4.18,Ideal
5296,1.22,6.85,6.8,4.25,Ideal
5297,1.22,6.82,6.84,4.24,Ideal
5299,1,6.34,6.41,3.97,Ideal
5299,1.11,6.65,6.69,4.12,Ideal
5301,1.26,6.9,6.93,4.29,Ideal
5301,1.16,6.78,6.75,4.16,Ideal
5302,1.07,6.56,6.5,4.05,Ideal
5302,1.16,6.78,6.75,4.16,Ideal
5303,1.07,6.59,6.56,4.09,Ideal
5306,1.01,6.41,6.39,4.01,Ideal
5306,1.15,6.65,6.69,4.17,Ideal
5306,1.09,6.62,6.58,4.09,Ideal
5306,1.26,6.86,6.81,4.32,Ideal
5308,1.27,6.9,6.95,4.3,Ideal
598,0.28,4.17,4.2,2.59,Ideal
599,0.4,4.68,4.71,2.94,Ideal
599,0.4,4.75,4.8,2.97,Ideal
599,0.27,4.15,4.17,2.57,Ideal
599,0.36,4.58,4.63,2.86,Ideal
599,0.38,4.68,4.71,2.91,Ideal
599,0.26,4.12,4.15,2.57,Ideal
599,0.26,4.1,4.12,2.57,Ideal
599,0.26,4.09,4.13,2.55,Ideal
599,0.26,4.07,4.1,2.52,Ideal
599,0.26,4.08,4.1,2.52,Ideal
599,0.26,4.1,4.11,2.56,Ideal
599,0.26,4.08,4.11,2.56,Ideal
599,0.26,4.12,4.15,2.54,Ideal
599,0.26,4.08,4.11,2.52,Ideal
599,0.26,4.06,4.09,2.54,Ideal
599,0.26,4.1,4.13,2.55,Ideal
599,0.26,4.08,4.1,2.52,Ideal
599,0.32,4.4,4.43,2.73,Ideal
599,0.32,4.41,4.45,2.72,Ideal
5311,1.04,6.46,6.5,4.01,Ideal
5312,1.02,6.53,6.48,3.98,Ideal
5313,1.07,6.57,6.63,4.05,Ideal
5315,1.23,6.86,6.9,4.21,Ideal
5315,1.11,6.74,6.7,4.1,Ideal
5315,1.11,6.82,6.7,4.07,Ideal
5317,1.01,6.54,6.49,3.95,Ideal
5318,1.19,6.84,6.8,4.25,Ideal
5318,1.2,6.84,6.86,4.23,Ideal
5319,1.06,6.54,6.51,4.06,Ideal
5321,1.22,6.8,6.87,4.26,Ideal
5321,1.04,6.51,6.53,4,Ideal
5324,1.21,6.81,6.86,4.26,Ideal
5325,1.07,6.54,6.58,4.08,Ideal
5325,1.11,6.75,6.71,4.08,Ideal
5327,1.08,6.52,6.49,4.08,Ideal
5329,1.11,6.65,6.66,4.12,Ideal
5329,1.22,6.83,6.79,4.23,Ideal
5330,1.03,6.47,6.44,4,Ideal
5330,1.03,6.48,6.42,4.01,Ideal
5331,1,6.37,6.45,3.95,Ideal
5331,1.19,6.73,6.69,4.28,Ideal
5331,1.12,6.68,6.54,4.19,Ideal
5335,0.9,6.15,6.22,3.83,Ideal
5335,0.9,6.2,6.24,3.81,Ideal
5337,1.03,6.4,6.49,4.03,Ideal
5338,0.7,5.66,5.69,3.51,Ideal
5338,0.7,5.69,5.73,3.53,Ideal
5339,1.14,6.71,6.73,4.14,Ideal
5341,1.21,6.85,6.88,4.25,Ideal
5342,1.06,6.54,6.5,4.04,Ideal
5342,1.05,6.54,6.57,4.06,Ideal
5342,1.13,6.82,6.79,4.06,Ideal
5345,1.01,6.5,6.48,3.95,Ideal
5346,1.02,6.47,6.36,4,Ideal
5347,1.1,6.73,6.7,4.06,Ideal
5347,1.07,6.57,6.62,4.08,Ideal
5347,1.05,6.6,6.65,3.99,Ideal
5347,1.05,6.48,6.5,4.02,Ideal
5352,1.05,6.55,6.57,4.05,Ideal
5352,1.08,6.58,6.55,4.06,Ideal
5352,1.08,6.62,6.58,4.07,Ideal
5354,1.06,6.56,6.51,4.04,Ideal
5355,1.25,6.92,6.85,4.27,Ideal
5355,1.25,6.98,6.91,4.28,Ideal
5356,1.03,6.38,6.46,4.03,Ideal
5357,1.08,6.57,6.6,4.07,Ideal
5358,1.34,7.06,7.03,4.37,Ideal
5358,1.34,7.09,7.03,4.38,Ideal
5358,1.11,6.65,6.69,4.11,Ideal
5358,1.09,6.63,6.58,4.09,Ideal
5358,1.11,6.72,6.68,4.1,Ideal
5359,1.1,6.66,6.63,4.09,Ideal
5361,1.1,6.61,6.63,4.11,Ideal
5361,1.05,6.51,6.55,4.04,Ideal
5361,1.05,6.47,6.54,4.05,Ideal
5361,1.24,6.88,6.84,4.24,Ideal
5362,1.06,6.55,6.59,4.01,Ideal
5363,1.12,6.69,6.64,4.13,Ideal
5363,1.26,7,6.94,4.32,Ideal
5364,1.09,6.55,6.6,4.1,Ideal
5364,1.03,6.46,6.44,4.02,Ideal
5366,1.03,6.42,6.46,4.03,Ideal
5367,1.02,6.49,6.52,3.94,Ideal
5370,1.1,6.66,6.7,4.14,Ideal
5372,1.01,6.4,6.45,3.99,Ideal
5373,0.81,5.97,5.99,3.72,Ideal
5373,1.07,6.61,6.62,4.1,Ideal
5373,1.2,6.86,6.89,4.2,Ideal
5373,0.9,6.19,6.22,3.84,Ideal
5373,1.06,6.61,6.57,4.03,Ideal
5373,1.17,6.83,6.76,4.17,Ideal
5375,0.93,6.28,6.26,3.88,Ideal
5375,1.01,6.41,6.38,4.02,Ideal
5376,1.09,6.6,6.64,4.11,Ideal
5376,1.2,6.75,6.71,4.27,Ideal
5376,1.2,6.74,6.71,4.21,Ideal
5378,1.03,6.5,6.51,3.98,Ideal
5378,1.13,6.68,6.7,4.15,Ideal
5378,1.18,6.77,6.82,4.18,Ideal
5378,1.03,6.58,6.51,4.01,Ideal
5382,1.14,6.69,6.77,4.19,Ideal
5384,1.13,6.66,6.69,4.16,Ideal
5385,1.2,6.74,6.84,4.22,Ideal
5385,1,6.49,6.52,3.93,Ideal
5386,0.9,6.2,6.23,3.83,Ideal
5386,1.11,6.65,6.59,4.15,Ideal
5387,1.01,6.37,6.44,3.96,Ideal
5387,1.01,6.42,6.47,3.95,Ideal
5387,1.01,6.44,6.5,3.96,Ideal
5387,1.3,7,6.96,4.39,Ideal
5387,1.21,6.79,6.75,4.22,Ideal
5388,1.16,6.72,6.78,4.11,Ideal
5390,1.21,6.79,6.84,4.27,Ideal
5392,1.12,6.74,6.77,4.13,Ideal
5392,1.14,6.7,6.73,4.13,Ideal
5393,1.06,6.64,6.59,4,Ideal
5393,1.07,6.62,6.57,4.05,Ideal
5395,1.25,6.92,6.99,4.27,Ideal
5395,1.11,6.65,6.63,4.15,Ideal
5395,1.11,6.69,6.65,4.12,Ideal
5396,1,6.41,6.34,3.97,Ideal
5398,1.02,6.54,6.44,3.99,Ideal
5398,1.02,6.43,6.4,4.03,Ideal
5398,1.26,6.93,6.9,4.29,Ideal
5401,1.09,6.6,6.54,4.12,Ideal
5405,1.07,6.56,6.53,4.03,Ideal
5405,1.27,6.95,6.9,4.3,Ideal
5406,1.19,6.89,6.91,4.17,Ideal
5407,1.23,6.89,6.81,4.26,Ideal
5407,1.1,6.61,6.66,4.15,Ideal
5408,1.11,6.63,6.66,4.11,Ideal
600,0.29,4.23,4.25,2.6,Ideal
600,0.31,4.35,4.38,2.72,Ideal
600,0.26,4.16,4.11,2.53,Ideal
600,0.26,4.16,4.12,2.53,Ideal
600,0.36,4.59,4.62,2.83,Ideal
600,0.36,4.54,4.59,2.83,Ideal
600,0.36,4.62,4.67,2.79,Ideal
600,0.36,4.55,4.59,2.81,Ideal
601,0.3,4.3,4.32,2.68,Ideal
601,0.3,4.28,4.31,2.67,Ideal
5410,1.09,6.64,6.62,4.09,Ideal
5411,0.91,6.21,6.23,3.84,Ideal
5411,0.93,6.26,6.3,3.92,Ideal
5411,1.03,6.46,6.5,4.02,Ideal
5411,1.16,6.66,6.61,4.26,Ideal
5412,1.5,7.31,7.39,4.54,Ideal
5412,1.2,6.77,6.8,4.19,Ideal
5412,1.24,6.91,6.96,4.28,Ideal
5412,1.13,6.79,6.85,4.1,Ideal
5412,1.18,6.79,6.84,4.18,Ideal
5412,1.17,6.77,6.7,4.21,Ideal
5412,1.26,6.99,6.95,4.3,Ideal
5416,1.01,6.45,6.4,4.03,Ideal
5416,1.04,6.64,6.58,3.92,Ideal
5418,1.03,6.5,6.53,3.98,Ideal
5418,1.03,6.47,6.53,4.01,Ideal
5419,1.28,6.96,6.92,4.28,Ideal
5421,1.09,6.62,6.67,4.09,Ideal
5421,1.21,6.86,6.81,4.26,Ideal
5423,1.17,6.74,6.76,4.21,Ideal
5424,1.1,6.68,6.7,4.11,Ideal
5426,1.02,6.41,6.49,3.98,Ideal
5426,1.02,6.46,6.49,4.02,Ideal
5426,1.02,6.43,6.4,3.98,Ideal
5428,1.11,6.64,6.56,4.13,Ideal
5428,1.09,6.72,6.69,4.08,Ideal
5430,1.01,6.36,6.42,4.03,Ideal
5431,0.91,6.2,6.23,3.87,Ideal
5436,1.07,6.73,6.67,3.98,Ideal
5436,1.05,6.48,6.5,4.03,Ideal
5436,1.22,6.86,6.78,4.29,Ideal
5437,1.01,6.44,6.51,3.98,Ideal
5439,1.01,6.44,6.49,3.99,Ideal
5439,0.9,6.17,6.21,3.84,Ideal
5439,1.08,6.6,6.63,4.08,Ideal
5442,1.27,6.93,6.98,4.28,Ideal
5443,1.01,6.44,6.47,3.95,Ideal
5443,1.24,6.84,6.91,4.28,Ideal
5444,1.24,7.05,7.03,4.17,Ideal
5444,1.07,6.62,6.57,4.08,Ideal
5445,1.03,6.59,6.54,3.97,Ideal
5450,0.9,6.18,6.2,3.84,Ideal
5451,1.12,6.65,6.68,4.13,Ideal
5451,1.24,6.83,6.8,4.28,Ideal
5452,1.18,6.9,6.85,4.16,Ideal
5453,1.07,6.7,6.59,4,Ideal
5455,1.27,6.97,7,4.29,Ideal
5455,1.08,6.6,6.57,4.07,Ideal
5456,1.12,6.61,6.65,4.15,Ideal
5456,1.11,6.7,6.65,4.16,Ideal
5456,1.11,6.69,6.65,4.11,Ideal
5457,1.05,6.5,6.54,4.04,Ideal
5457,1.12,6.74,6.7,4.08,Ideal
5457,1.13,6.7,6.66,4.16,Ideal
5457,1.01,6.37,6.42,4.01,Ideal
5458,1,6.37,6.45,3.97,Ideal
5458,0.91,6.21,6.23,3.85,Ideal
5459,1.06,6.55,6.6,4.04,Ideal
5461,1.06,6.52,6.49,4.09,Ideal
5469,1.14,6.65,6.7,4.16,Ideal
5469,1.04,6.51,6.55,4.03,Ideal
5473,1.14,6.64,6.7,4.16,Ideal
5476,1.03,6.43,6.48,4.01,Ideal
5476,1.03,6.48,6.51,3.98,Ideal
5478,1.01,6.42,6.47,3.98,Ideal
5483,1.13,6.69,6.66,4.16,Ideal
5484,1.2,6.84,6.74,4.22,Ideal
5486,1.09,6.66,6.62,4.11,Ideal
5486,1.01,6.44,6.39,3.98,Ideal
5489,1,6.39,6.42,3.95,Ideal
5489,1.21,6.84,6.79,4.27,Ideal
5491,1.03,6.52,6.58,3.96,Ideal
5491,1.03,6.52,6.46,4.01,Ideal
5493,1.02,6.57,6.53,3.96,Ideal
5494,1.2,6.9,6.87,4.21,Ideal
5495,1.04,6.51,6.55,4,Ideal
5496,1.11,6.7,6.69,4.1,Ideal
5496,1.09,6.57,6.61,4.11,Ideal
5497,1.19,6.8,6.84,4.22,Ideal
5497,1.01,6.43,6.49,3.95,Ideal
5498,1.07,6.53,6.58,4.07,Ideal
